_H:	|batch	|epoch	|trial	$group_name	|phase_no	%minus_cycles	$trial_name	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,11>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Input_act_m[2:0,4]	%Input_act_m[2:1,4]	%Input_act_m[2:2,4]	%Input_act_m[2:0,5]	%Input_act_m[2:1,5]	%Input_act_m[2:2,5]	%Input_act_m[2:0,6]	%Input_act_m[2:1,6]	%Input_act_m[2:2,6]	%Input_act_m[2:0,7]	%Input_act_m[2:1,7]	%Input_act_m[2:2,7]	%Input_act_m[2:0,8]	%Input_act_m[2:1,8]	%Input_act_m[2:2,8]	%Input_act_m[2:0,9]	%Input_act_m[2:1,9]	%Input_act_m[2:2,9]	%Input_act_m[2:0,10]	%Input_act_m[2:1,10]	%Input_act_m[2:2,10]	%Hidden_act_m[2:0,0]<2:10,10>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:4,0]	%Hidden_act_m[2:5,0]	%Hidden_act_m[2:6,0]	%Hidden_act_m[2:7,0]	%Hidden_act_m[2:8,0]	%Hidden_act_m[2:9,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:4,1]	%Hidden_act_m[2:5,1]	%Hidden_act_m[2:6,1]	%Hidden_act_m[2:7,1]	%Hidden_act_m[2:8,1]	%Hidden_act_m[2:9,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:4,2]	%Hidden_act_m[2:5,2]	%Hidden_act_m[2:6,2]	%Hidden_act_m[2:7,2]	%Hidden_act_m[2:8,2]	%Hidden_act_m[2:9,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Hidden_act_m[2:4,3]	%Hidden_act_m[2:5,3]	%Hidden_act_m[2:6,3]	%Hidden_act_m[2:7,3]	%Hidden_act_m[2:8,3]	%Hidden_act_m[2:9,3]	%Hidden_act_m[2:0,4]	%Hidden_act_m[2:1,4]	%Hidden_act_m[2:2,4]	%Hidden_act_m[2:3,4]	%Hidden_act_m[2:4,4]	%Hidden_act_m[2:5,4]	%Hidden_act_m[2:6,4]	%Hidden_act_m[2:7,4]	%Hidden_act_m[2:8,4]	%Hidden_act_m[2:9,4]	%Hidden_act_m[2:0,5]	%Hidden_act_m[2:1,5]	%Hidden_act_m[2:2,5]	%Hidden_act_m[2:3,5]	%Hidden_act_m[2:4,5]	%Hidden_act_m[2:5,5]	%Hidden_act_m[2:6,5]	%Hidden_act_m[2:7,5]	%Hidden_act_m[2:8,5]	%Hidden_act_m[2:9,5]	%Hidden_act_m[2:0,6]	%Hidden_act_m[2:1,6]	%Hidden_act_m[2:2,6]	%Hidden_act_m[2:3,6]	%Hidden_act_m[2:4,6]	%Hidden_act_m[2:5,6]	%Hidden_act_m[2:6,6]	%Hidden_act_m[2:7,6]	%Hidden_act_m[2:8,6]	%Hidden_act_m[2:9,6]	%Hidden_act_m[2:0,7]	%Hidden_act_m[2:1,7]	%Hidden_act_m[2:2,7]	%Hidden_act_m[2:3,7]	%Hidden_act_m[2:4,7]	%Hidden_act_m[2:5,7]	%Hidden_act_m[2:6,7]	%Hidden_act_m[2:7,7]	%Hidden_act_m[2:8,7]	%Hidden_act_m[2:9,7]	%Hidden_act_m[2:0,8]	%Hidden_act_m[2:1,8]	%Hidden_act_m[2:2,8]	%Hidden_act_m[2:3,8]	%Hidden_act_m[2:4,8]	%Hidden_act_m[2:5,8]	%Hidden_act_m[2:6,8]	%Hidden_act_m[2:7,8]	%Hidden_act_m[2:8,8]	%Hidden_act_m[2:9,8]	%Hidden_act_m[2:0,9]	%Hidden_act_m[2:1,9]	%Hidden_act_m[2:2,9]	%Hidden_act_m[2:3,9]	%Hidden_act_m[2:4,9]	%Hidden_act_m[2:5,9]	%Hidden_act_m[2:6,9]	%Hidden_act_m[2:7,9]	%Hidden_act_m[2:8,9]	%Hidden_act_m[2:9,9]	%Output_act_m[2:0,0]<2:3,11>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]	%Output_act_m[2:0,4]	%Output_act_m[2:1,4]	%Output_act_m[2:2,4]	%Output_act_m[2:0,5]	%Output_act_m[2:1,5]	%Output_act_m[2:2,5]	%Output_act_m[2:0,6]	%Output_act_m[2:1,6]	%Output_act_m[2:2,6]	%Output_act_m[2:0,7]	%Output_act_m[2:1,7]	%Output_act_m[2:2,7]	%Output_act_m[2:0,8]	%Output_act_m[2:1,8]	%Output_act_m[2:2,8]	%Output_act_m[2:0,9]	%Output_act_m[2:1,9]	%Output_act_m[2:2,9]	%Output_act_m[2:0,10]	%Output_act_m[2:1,10]	%Output_act_m[2:2,10]	%Last_I_act_m[2:0,0]<2:3,11>	%Last_I_act_m[2:1,0]	%Last_I_act_m[2:2,0]	%Last_I_act_m[2:0,1]	%Last_I_act_m[2:1,1]	%Last_I_act_m[2:2,1]	%Last_I_act_m[2:0,2]	%Last_I_act_m[2:1,2]	%Last_I_act_m[2:2,2]	%Last_I_act_m[2:0,3]	%Last_I_act_m[2:1,3]	%Last_I_act_m[2:2,3]	%Last_I_act_m[2:0,4]	%Last_I_act_m[2:1,4]	%Last_I_act_m[2:2,4]	%Last_I_act_m[2:0,5]	%Last_I_act_m[2:1,5]	%Last_I_act_m[2:2,5]	%Last_I_act_m[2:0,6]	%Last_I_act_m[2:1,6]	%Last_I_act_m[2:2,6]	%Last_I_act_m[2:0,7]	%Last_I_act_m[2:1,7]	%Last_I_act_m[2:2,7]	%Last_I_act_m[2:0,8]	%Last_I_act_m[2:1,8]	%Last_I_act_m[2:2,8]	%Last_I_act_m[2:0,9]	%Last_I_act_m[2:1,9]	%Last_I_act_m[2:2,9]	%Last_I_act_m[2:0,10]	%Last_I_act_m[2:1,10]	%Last_I_act_m[2:2,10]	%Voice_act_m[2:0,0]<2:2,1>	%Voice_act_m[2:1,0]
_D:	0	0	252	""	2	50	"G_H_A"	1.83809	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847717	0.806107	0.921537	0	0.675822	0.887879	0.00312702	0	0.74082	4.11438e-08	0.917499	0.0212683	0.0121574	0.889014	0.902139	0	5.77505e-09	0.000884158	0.865006	2.16899e-09	2.95638e-12	0	0.871435	0.198527	0.769802	0.925236	0.766235	0.000158261	0.8987	0	0.755573	0.862984	0.78481	0.568438	0.794156	0.901478	0.632677	0.828405	8.9389e-11	0.916169	0	0.863146	0.919432	0	0	0.0161202	2.37456e-09	0.59281	0.818728	0.000764971	0.0076041	0.00107483	0.254667	0.930471	0.867746	0.916607	1.60275e-07	1.4158e-05	0.928879	0.081614	0.00612215	0.00106414	0.102539	0.0430937	0.770668	0.860638	0.810618	0	7.74616e-08	0	0	0.89115	0.900453	0.898767	0.917569	0.874379	0.93514	4.41617e-14	5.96875e-11	0.899969	4.05783e-05	0.000420995	0.194042	0.774354	0	0.548837	0.000140015	7.85977e-07	1.13338e-12	0.108155	0.930593	0.0617064	0.0756182	0	0.93673	0.707562	5.25806e-05	0.919759	0.724885	0.55348	0.680054	0.0280058	0.602807	0.672812	0.13974	0.417301	0.256984	0.251962	0.143313	0.0430332	0.113756	0.133484	8.20704e-05	0.323968	0.00288695	0.0778778	0.3914	0.458973	0.197844	2.42301e-05	0.00331887	0.413989	0.0729206	0.0767093	0.192963	5.10356e-05	0.288071	0.0375782	0.0645956	0.0284727	0.355466	0.116408	0.0418281	0	2.57191e-09	0	0	2.53148e-05	0	0	1.56378e-11	0	0	0	0.0191512	0	0	0	0.0365532	2.53245e-12	0	0	1.52369e-09	6.07063e-10	0	0	4.50075e-05	0.0174716	0	1.00353e-09	0	0.403333	0.942391	0	0	0	0.95	0
_D:	0	0	253	""	2	50	"H_I_A"	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.780124	7.43976e-13	0.82361	0.579625	0.0107968	0.901119	0.807297	0.360515	0.856407	0.308055	0.725576	0.306031	0.560163	1.43317e-12	0.774179	0	0	0.0055809	0.943582	0.839758	1.79623e-11	0	0.918216	9.25093e-13	0.585819	0.901632	0.89204	0.0311134	0.797992	2.24019e-11	0.404799	0.809028	0.898264	0.364232	0.344101	0.880606	0.913765	0	0.875165	0.934768	8.71461e-10	0.895868	0.753421	9.61766e-05	0.0592449	3.79309e-05	0.847308	0.774276	0.884613	0.0739606	1.42912e-10	0	6.29317e-11	0.935888	1.33145e-09	0.887382	0.837004	6.16428e-12	0.855128	0.738881	0.00447109	0.697527	1.95711e-11	0.0568735	3.79373e-06	0.849891	0.454176	1.64317e-12	2.37258e-13	0.683847	0.671377	0.56324	2.17225e-09	0.146316	0.786742	0.873872	2.05202e-06	0.310396	1.1704e-10	0.731405	1.74102e-09	0.805846	0.00139449	0.811076	0.00255643	0.00259639	0.845675	0.0195089	0.00189266	0	0.876854	0.832873	0.287032	0.929652	0.75924	0.379896	7.13419e-07	0.90509	0.0680121	0.92478	0.0824348	0.125084	0.134147	0.467653	0.388195	0.0240375	0.29	0.0543321	0.673872	0.147712	0.360433	0.133215	0.0201307	0.177001	0.124116	0.367423	0.00803856	0.261868	0.0160699	0.107257	0.120707	0.202277	0.00605695	0.159668	0.0233955	0.064089	0.153693	0.000341367	0.333934	0.0450767	0.489388	0.000593984	0.128112	0	0	0	0	3.71539e-13	3.79156e-05	0	0	0	0	1.6032e-11	0	0	0.405993	0	0	0	0	0	9.12015e-09	0	0	0	0.406159	0.000827702	2.38502e-13	0	0	0	0.406093	0	5.9073e-12	0	0.95	0
_D:	0	0	254	""	2	50	"I_D_A"	1.97126	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87144e-10	0.530585	0.0741542	0.777487	1.54683e-09	0	0.069494	0.685499	0.0643802	0.562955	0.934838	0.88294	0.000533298	0.229244	1.19707e-07	4.82481e-12	0	0.887979	0.87582	0.878853	0.0164402	0.00246293	0.427879	0.92505	0.00537442	0.0332204	0.888119	0.839225	0.716914	0.894552	0.904627	0.000720506	0.877922	0.00423646	9.41837e-07	1.55664e-11	0.889147	0	0.0738503	0.668896	0.274202	0.8663	0.940374	0	3.2906e-05	0.000130017	0.678145	0.828708	0.837787	4.97672e-08	0.000408055	0.848854	0.395759	0.942295	0.0218144	0.804499	0.0460531	4.55374e-09	0.915654	0.879211	0.00931776	0.000284094	0.674152	0.393447	0.0130796	0.883669	0.000615732	0	9.44609e-08	0.825818	0.00392475	0.838889	0.770785	0.903809	0.70146	2.56316e-09	0.708702	0.756759	0.879299	0.9183	9.20412e-08	0.00969743	0.825606	9.08182e-11	0.648613	0.693928	0.835054	0.84666	8.01738e-05	0.426588	0.929083	4.45121e-08	0.590394	0.56024	0.892657	0.59407	0.781776	0.0306913	0.00261354	4.58061e-08	0.151078	0.0756903	0.442412	0.0938719	0.0564122	0.00619535	0.466749	0.0140119	0.122877	0.652189	0.232974	0.544722	0.025719	0.369625	0.365547	0.498018	0.343274	0.0421713	0.000499259	0.391764	0.365159	0.0901598	0.00626337	0.0151276	0.00454937	0.213103	0.654306	0.00800189	0.00023993	0.00102166	0.290002	0.196665	0.0910516	0	0.0360323	0	0	7.83222e-11	0	0	0	3.09258e-11	0	0	0.405381	1.87928e-12	7.16845e-10	9.15167e-06	1.19479e-06	0	0	0	0	0	0	0	0	0	0	0	0.976821	0	0	0	0	7.61745e-10	0.95	0
_D:	0	0	255	""	2	50	"D_E_A"	0.656216	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000503011	0.0282691	0.7893	0	0.00193679	0	0.823407	0.00739025	0.000557727	0.659487	0.492159	0.812599	4.41363e-07	0.0115081	0.625102	0.807895	0.0153349	0.864547	0.818081	0.798698	4.68138e-12	0.0105223	0.84368	0	0.821032	0.0409069	0.901867	0.907741	0.000207101	0.851866	0.34524	0.879424	0.767481	0	0.822662	0	0.732367	0	4.0408e-08	0.000527984	4.70283e-05	0.815636	0.906101	0.188998	3.49605e-10	0.000774087	0.0180765	0.56108	2.54842e-12	0.667912	0.0198223	4.82696e-05	0.0578047	0.673517	0.70149	0.919766	0.0485398	2.25154e-11	0.915673	0.750089	0	0.000104635	3.90255e-12	0.889087	0.842374	0.885785	0	0	0	0.901456	0.571311	0.670118	0.628358	0.697581	0	0.250697	0.802931	0.817855	0.759201	2.44823e-09	0.0087184	0.0379578	0.694061	0.715565	0	7.68043e-12	0.754476	0.833441	4.42127e-06	3.89129e-12	4.48132e-08	0.825141	0.832015	0.77593	0.925713	0.4836	0.846384	0.759446	0	0.723493	0.603087	0.225968	0.0146911	0.00692395	0.834912	0.127878	0.280795	0.122595	0.339833	0.118183	0.0237477	0.120797	0.0149143	3.44801e-05	0.129935	0.0246722	0.00219489	0.44619	2.03834e-05	0.000220553	0.152168	0.247819	0.108596	0.152042	0.540834	0.0612726	0.165244	1.73323e-12	0.0840096	0.423075	0.285364	0.405344	0.117908	0	3.78578e-14	1.3988e-09	0	0	0	0	0	0	0	5.46225e-11	0	2.50842e-10	0	0	0	0	0	0	8.37372e-06	0	0.404647	9.11672e-15	0	0	0.00449592	1.32739e-05	0.404748	4.96442e-06	3.97146e-13	1.56587e-09	0	0	0.95	0
_D:	0	0	256	""	2	50	"E_F_A"	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00873397	0.862953	0.912331	0	0.00585403	3.15122e-09	0	0.726497	0.90609	0.887141	0.00239942	0.391717	0.845516	0.566541	2.09916e-05	2.03553e-09	0	0.761918	0.920737	0.631564	0.462759	0.00342132	0.916772	0	0.912461	0.461705	0.264039	0.38285	0.889929	0.8335	0.814778	0.0221108	0.705053	0.895044	0.000237059	1.51461e-10	0.928819	0	6.70083e-10	0.807521	0	0.878878	0.910695	0	0.528245	0	6.98902e-14	0.0637	0.79586	0	1.09937e-11	1.57422e-10	0.885749	0.738957	0.886782	0.899604	0.00823773	1.3329e-05	0.0852658	0.926392	0	8.63818e-06	0	0.615286	0.186878	0.243547	0.000663984	2.35092e-06	0.253549	1.15716e-14	0	0.885477	0.928206	0.875769	5.41677e-06	0.721967	0.0560987	0	1.06585e-13	0.608387	0.704948	0.819376	0.594162	1.2041e-10	0	0.75263	0.80877	0.378284	0	3.47855e-06	0.916265	0.0241984	0.847746	0.924753	0.881843	0.270645	9.04623e-12	0.926489	0	0.581652	0.291093	0.237466	0.277835	0.168715	0.0744634	0.624413	0.140536	0.365651	0.00168393	0.238772	0.000331451	0.148259	0.145539	0.141369	0.344759	0.000436094	0.241881	0.00177326	0.000171656	0.158952	0.195309	0.264162	0.165602	0.160718	0.279751	0.158105	0.189238	0.206237	0.00526052	0.00168783	4.20153e-11	0.194836	0.0265405	0	0.406429	0	0	0	2.06872e-14	3.9869e-06	3.80818e-15	1.00749e-10	0	0	0	0	0	0	0.0284681	0	4.23668e-10	0	0	0.0120321	0	0	3.78338e-10	2.94579e-10	0	0	0	0	4.77976e-06	0.406442	0	0	0.95	0
_D:	0	0	257	""	2	50	"F_EE_A"	0.772808	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858079	0.0072071	0.0706253	3.41701e-05	0	1.78796e-09	0.81481	0.641177	0.0384634	0.846454	0.198898	0.280215	0.940307	0.747803	0.842523	0	0.481171	0.866645	0.0659805	0.670115	0	1.04635e-11	0.575272	0.00205996	0.889943	1.31663e-11	0.886392	7.22245e-11	0.317577	0.876292	0.00389136	0.922076	0.804725	0.00543321	0.783949	0.888036	0.906571	0.707639	0.517156	0.900829	0.672393	0.525791	0.878355	0.0525905	0.564893	0.0351894	0.0851986	5.01528e-06	0.860454	0.80565	0	2.10958e-05	3.33803e-10	0.464854	0.816986	0.00147782	1.43742e-13	0.567733	0.944313	0.787667	0.539817	1.02583e-10	3.39606e-09	0.0715391	0.880104	0.911301	0.646626	1.45851e-11	1.20144e-06	0.867708	0.754186	0.932749	0.889242	0.92727	0.916456	0.805414	0.922427	0.81949	0.00151555	4.02861e-05	0.758689	0.666651	0.88794	0.74057	7.69985e-12	0.616787	1.35536e-06	3.29144e-08	0.0116969	0.556966	0.950595	0.483252	0.74724	0.43802	0.848861	0.790912	0.93243	0.808726	0.00152308	0.868955	0.271113	0.0154754	0.578797	0.182211	0.0445286	0.238393	0.360693	0.290649	0.181514	0.203031	0.173729	0.18529	0.23497	0.255684	0.310677	0.310967	0.208223	0.042232	0.0325396	0.222853	0.202792	0.0722712	0.00132919	0.376933	0.182742	0.214084	0.414093	0.0233262	0.0649564	0.000495327	0.338334	0.184973	0.186378	0	0	0	0	0	0	0	0	0.40598	0	0	0	7.80053e-05	0	0	0	0	0	0.405847	0.405936	0.40592	0	3.84874e-14	0	5.50845e-10	0	0	8.68243e-12	0	2.90034e-12	0	0	0.00136123	0.95	0
_D:	0	0	258	""	2	50	"EE_FF_B"	0.273099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0.716344	0.00724836	0.915659	0.851804	0.693775	0.903297	0.885377	0.859329	0.545168	0.855357	2.82583e-09	0.692771	0.560103	0.000242565	0.00737203	0.630996	0.940185	0.481557	0.0185801	0.00560987	0.529034	0.933712	0.884172	2.1541e-05	0.000734167	0.0172366	0.504096	0.721686	0.720426	0.0750372	0.756833	0.635185	0.000262326	0.713857	0.00651997	0.698344	0.00665883	0.841638	0.687115	0.504642	0.925889	0.671655	0.507499	0.902954	4.87305e-06	0.00595633	8.60058e-06	0.819446	0	4.06775e-05	0.613346	5.93492e-10	0.00149737	0.000399994	0.94132	0.870545	0.751745	8.93623e-07	3.27639e-05	0.89636	0.674149	0.0205388	0.869689	0.463304	0.776009	0	1.32709e-06	0.944388	0.942326	0.00457318	0.687342	0.874882	0.670886	0.943486	6.62059e-05	0.905949	0.731556	0.707149	0	0.813477	0.675144	0.823923	0.739809	0.639285	0.934551	0.0230756	0.937169	0.852454	0.420525	0.901727	0.763662	0.51626	0.707386	0.517068	0.925545	0.759114	0.0408479	0.814298	0.726539	0.910115	0.218399	0.262356	0.218918	0.382936	0.403488	0.246202	0.321357	0.381427	0.32202	0.0275505	0.0718697	0.47199	0.236613	0.0660222	0.00934021	0.0348794	0.282582	0.222713	0.200602	0.193587	0.197246	0.239367	0.522589	0.20648	0.242374	0.247555	0.00592462	0.367364	0.210906	0.31087	0.315916	0.890903	0.282598	0	0.401089	0	0	0	0	3.24303e-10	0	0	8.65088e-05	0	0	0.403348	0	1.66323e-12	0	4.71952e-12	0	0.403112	0	0	1.1584e-06	0	0	0	0.403471	0.403259	0	0	0	6.71713e-05	1.7373e-10	0	0	0.95
_D:	0	0	259	""	2	50	"FF_D_B"	0.314032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0.0325688	0.875085	0.891617	0.659569	0.770573	0.770336	2.93291e-13	0.474165	0.876845	0.680458	0.732119	0.788208	0.480573	0.508275	0.788341	0	0.916982	0.471825	0.720114	0	0	0.655721	0.910892	0.867574	0.222879	0.884838	0	0.0010132	0.538327	1.33698e-09	0.483202	9.27966e-05	0.000117378	0.0132541	0.834984	0.795841	0.873363	0.887551	0.7498	0.767491	2.15057e-05	4.82085e-09	0.916252	0.79371	0	0	0.54848	0.0211929	1.73548e-07	6.14264e-10	0.809256	1.03025e-12	0.00298244	0.867901	0.891985	0.00290041	0.0108882	0.881553	0.00104918	0.00054586	0	0.866033	0.0163301	0	0.684692	0	2.45687e-09	0.878295	0.906726	0	0.691998	0.725044	0.0403752	0.706285	0.312227	0.0384954	0.664061	0.759234	0	0.888685	0.672138	0	0.725756	0.415903	4.39391e-08	1.13019e-10	0.868028	0.501848	0.000198238	0.629446	0.299854	0.873265	0.60173	0	0.0138403	0	0.560711	0.618692	0.725585	0	0.344992	0.560386	0.00112927	0.773489	0.0348299	0.194803	0.0212388	0.366627	0.393671	0.141379	0.135254	0.00312968	0.264017	0.261203	0.0318531	0.118235	0.133994	0.302228	0.296711	0.39851	0.29123	0.166107	0.128732	0.0214216	0.18772	0.054577	0.139852	0.00695962	0.155066	0.0494689	0.159419	0.124366	0.194184	3.19893e-14	1.64851e-10	3.55124e-10	0.405139	0	0.0289266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44039e-11	0	0	5.9545e-10	0	0	0	7.02409e-06	0.404746	6.92237e-06	0	0.00174611	0	0	0.95
_D:	0	0	260	""	2	50	"D_A_B"	0.658324	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183767	0.85712	0.877729	0.690349	7.34519e-05	0.00638311	0.826693	0.906724	0.597666	0.640985	0.412586	0.676757	0	0.00600769	0.829843	0.258887	0.921522	0.92699	0.0122815	0.000160477	2.51197e-05	0.82234	0.872249	0.0230271	0.812757	0.560046	0.809152	0.926975	4.22104e-08	0.872147	0.693537	0.00160354	0.620497	0	0.869442	1.03531e-05	0.563243	0	0.0434436	0.000459267	6.03228e-05	0.281398	0.813456	0.853734	0	0	0.0416602	0.742751	0	0.582462	0.578307	0.759783	2.92555e-06	0.411673	0.913696	0.836825	0.00346043	0.583161	0.861396	0.686455	5.78735e-05	0.00104115	0.000118245	0.0370684	0.88238	1.74586e-10	0.000721819	5.38093e-06	0.0166625	0.808505	0.850677	0.414029	0.572719	0.712106	7.83748e-05	0.806547	0.0185344	0.862759	5.26224e-06	6.84944e-10	9.97366e-12	0	0.598241	0.917051	0.00778408	0	0.907302	0.942358	0.825351	0.0413933	0	0.646697	0.0669354	0.355659	0.904239	0.000171284	0.874245	0.000948819	0	4.29421e-12	0.417612	0.255709	0.0138212	0.564932	0.334867	0.132175	0.383001	0.251323	0.174724	0.252392	0.0821963	0.1823	0.225124	0.0187367	0.0108341	0.0642277	0.152197	0.11352	0.0912983	0.165091	0.0533645	0.352211	0.047103	0.217154	0.0135025	0.00654018	0.06759	0.276951	0.0683778	0.0188095	0.377699	0.131276	0.140079	0	3.04251e-14	1.30758e-09	0	0	0	0	0	0	0	6.75384e-11	0	1.92706e-10	0	0	0	0	0	0	7.33938e-06	0	0.404787	2.15111e-14	0	0	0.00416605	1.03166e-05	0.404877	3.92915e-06	5.26155e-13	1.32963e-09	0	0	0	0.95
_D:	0	0	261	""	2	50	"A_B_A"	1.51049	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130299	0.936929	0.382149	0.508221	0.741426	0.760475	0	2.08833e-10	2.65744e-09	0.00087747	0.904026	0.024121	0.000374205	0	0.563798	0.746152	0.800237	0.875405	7.23614e-07	4.23415e-10	2.60135e-06	0.877751	0.665872	0.879976	0.843139	0	0.364037	0.910258	2.30211e-05	0.888182	0.609177	0.912874	6.15692e-12	0.000185023	0.00665669	0.0110379	2.68234e-06	0.0290716	0.773267	0	0.0157681	0.908112	0.875414	0.000240444	0	0.919492	0.509814	4.18934e-08	0.903795	0.884182	0.532299	0.915187	0.857083	1.70681e-05	0.945454	0.0704783	0.719894	0.0324599	0.808288	0.0037155	0.671722	1.60199e-06	0.756969	0.775355	0.919601	8.28514e-08	7.14029e-12	1.25911e-07	0.877058	1.53708e-10	0.0162534	0.00283543	0.94304	7.1774e-06	0.818905	0.0136617	0.00154049	0.775951	0.644436	0.831041	0.695017	0.639704	1.29854e-10	0.000685765	0.0491404	0.874279	2.48823e-09	0.86468	0	0.879517	0.896634	0.937377	0.798057	0.706511	0	1.54227e-05	0.95317	0.831445	0.813915	0.366966	0.595722	0.0427142	0.46165	0.594833	0.124122	0.13787	0.492147	0.0786043	3.11463e-11	0.119017	0.630938	0.164402	3.22856e-05	0.00621159	0.0499113	4.45442e-05	0.000176323	0.233704	0.158081	0.0240846	0.030792	0.483098	0.381191	0.387205	0.596964	0.000231953	0.0748487	0.00304252	0.499653	0.1939	0.634207	0.10734	0.403455	9.18005e-13	6.54557e-11	0.964797	0	0	0	0	0	0.0182301	9.88557e-05	0	1.09738e-10	0	0	2.94919e-12	0	0	1.35727e-09	0	3.63504e-11	0	0	0.00501378	1.73546e-12	0	0.000263126	0	0	0	5.6042e-11	0	0	0.95	0
_D:	0	0	262	""	2	50	"B_C_A"	0.691133	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7635e-09	1.03133e-12	0.926889	0	0	0.820374	0.848847	8.92478e-05	0.862038	0.000755261	1.42566e-09	5.37606e-07	0.914585	0.00160409	3.32369e-11	0.0064791	0.00522105	0.0154279	0.900732	0.870916	0.746032	0	0.69589	0.802353	0.000202847	1.84511e-10	0.00759448	0.899042	0.925866	0.702795	0.771082	0.127277	0.387707	0.756917	3.88528e-08	6.65164e-10	0.78336	0	0.0766444	0.584463	0.762969	0.530621	0.000134495	0.851266	2.96846e-06	4.26588e-11	0.71706	0.667756	0.908132	0.629286	1.0437e-09	0.0171877	0.00999815	0.71167	0.82102	0.784887	0	0.767923	7.71699e-08	0.808026	0.759524	1.47763e-09	0.278617	0.709081	0.893973	0.909708	0.356606	1.13516e-11	1.76185e-12	0.399678	1.9199e-12	0.767813	0.894436	0.0658436	0.851664	0.91093	0.889255	0.765379	0.768926	0.821288	0.791291	0.872596	0.637205	4.92239e-13	0	0.629236	2.96626e-06	0.839622	0.00247874	0.811462	0.83201	5.69777e-11	0.553058	0.495685	0.916999	0.826701	0.824795	0.00262204	0.520714	0.448326	0.00290781	0.305115	0.695783	0.552973	0.246553	0.296691	0.452628	0.0805662	0.218885	0.0721913	0.620769	0.00216025	0.158473	0.147541	0.256816	0.325723	0.00203746	0.122171	0.385978	0.0560962	0.170436	0.0227324	0.00419847	0.0200394	0.0022235	0.00731656	0.00292596	0.442912	0.39605	0.29467	0.484051	0.390655	0.19048	0	0.404733	0	0	0	0	0	0	2.93898e-15	0	0.404862	0	0.404949	0	0	0	0	0.00744864	0	0	3.06083e-07	0	1.49923e-11	0	0.00195248	0	0	0.00638506	0	0	0	0	0	0.95	0
