_H:	|batch	|epoch	|trial	$trial_name	$group_name	|phase_no	%minus_cycles	%sse	%ext_rew	%Input_act_m[2:0,0]<2:3,11>	%Input_act_m[2:1,0]	%Input_act_m[2:2,0]	%Input_act_m[2:0,1]	%Input_act_m[2:1,1]	%Input_act_m[2:2,1]	%Input_act_m[2:0,2]	%Input_act_m[2:1,2]	%Input_act_m[2:2,2]	%Input_act_m[2:0,3]	%Input_act_m[2:1,3]	%Input_act_m[2:2,3]	%Input_act_m[2:0,4]	%Input_act_m[2:1,4]	%Input_act_m[2:2,4]	%Input_act_m[2:0,5]	%Input_act_m[2:1,5]	%Input_act_m[2:2,5]	%Input_act_m[2:0,6]	%Input_act_m[2:1,6]	%Input_act_m[2:2,6]	%Input_act_m[2:0,7]	%Input_act_m[2:1,7]	%Input_act_m[2:2,7]	%Input_act_m[2:0,8]	%Input_act_m[2:1,8]	%Input_act_m[2:2,8]	%Input_act_m[2:0,9]	%Input_act_m[2:1,9]	%Input_act_m[2:2,9]	%Input_act_m[2:0,10]	%Input_act_m[2:1,10]	%Input_act_m[2:2,10]	%Hidden_act_m[2:0,0]<2:10,10>	%Hidden_act_m[2:1,0]	%Hidden_act_m[2:2,0]	%Hidden_act_m[2:3,0]	%Hidden_act_m[2:4,0]	%Hidden_act_m[2:5,0]	%Hidden_act_m[2:6,0]	%Hidden_act_m[2:7,0]	%Hidden_act_m[2:8,0]	%Hidden_act_m[2:9,0]	%Hidden_act_m[2:0,1]	%Hidden_act_m[2:1,1]	%Hidden_act_m[2:2,1]	%Hidden_act_m[2:3,1]	%Hidden_act_m[2:4,1]	%Hidden_act_m[2:5,1]	%Hidden_act_m[2:6,1]	%Hidden_act_m[2:7,1]	%Hidden_act_m[2:8,1]	%Hidden_act_m[2:9,1]	%Hidden_act_m[2:0,2]	%Hidden_act_m[2:1,2]	%Hidden_act_m[2:2,2]	%Hidden_act_m[2:3,2]	%Hidden_act_m[2:4,2]	%Hidden_act_m[2:5,2]	%Hidden_act_m[2:6,2]	%Hidden_act_m[2:7,2]	%Hidden_act_m[2:8,2]	%Hidden_act_m[2:9,2]	%Hidden_act_m[2:0,3]	%Hidden_act_m[2:1,3]	%Hidden_act_m[2:2,3]	%Hidden_act_m[2:3,3]	%Hidden_act_m[2:4,3]	%Hidden_act_m[2:5,3]	%Hidden_act_m[2:6,3]	%Hidden_act_m[2:7,3]	%Hidden_act_m[2:8,3]	%Hidden_act_m[2:9,3]	%Hidden_act_m[2:0,4]	%Hidden_act_m[2:1,4]	%Hidden_act_m[2:2,4]	%Hidden_act_m[2:3,4]	%Hidden_act_m[2:4,4]	%Hidden_act_m[2:5,4]	%Hidden_act_m[2:6,4]	%Hidden_act_m[2:7,4]	%Hidden_act_m[2:8,4]	%Hidden_act_m[2:9,4]	%Hidden_act_m[2:0,5]	%Hidden_act_m[2:1,5]	%Hidden_act_m[2:2,5]	%Hidden_act_m[2:3,5]	%Hidden_act_m[2:4,5]	%Hidden_act_m[2:5,5]	%Hidden_act_m[2:6,5]	%Hidden_act_m[2:7,5]	%Hidden_act_m[2:8,5]	%Hidden_act_m[2:9,5]	%Hidden_act_m[2:0,6]	%Hidden_act_m[2:1,6]	%Hidden_act_m[2:2,6]	%Hidden_act_m[2:3,6]	%Hidden_act_m[2:4,6]	%Hidden_act_m[2:5,6]	%Hidden_act_m[2:6,6]	%Hidden_act_m[2:7,6]	%Hidden_act_m[2:8,6]	%Hidden_act_m[2:9,6]	%Hidden_act_m[2:0,7]	%Hidden_act_m[2:1,7]	%Hidden_act_m[2:2,7]	%Hidden_act_m[2:3,7]	%Hidden_act_m[2:4,7]	%Hidden_act_m[2:5,7]	%Hidden_act_m[2:6,7]	%Hidden_act_m[2:7,7]	%Hidden_act_m[2:8,7]	%Hidden_act_m[2:9,7]	%Hidden_act_m[2:0,8]	%Hidden_act_m[2:1,8]	%Hidden_act_m[2:2,8]	%Hidden_act_m[2:3,8]	%Hidden_act_m[2:4,8]	%Hidden_act_m[2:5,8]	%Hidden_act_m[2:6,8]	%Hidden_act_m[2:7,8]	%Hidden_act_m[2:8,8]	%Hidden_act_m[2:9,8]	%Hidden_act_m[2:0,9]	%Hidden_act_m[2:1,9]	%Hidden_act_m[2:2,9]	%Hidden_act_m[2:3,9]	%Hidden_act_m[2:4,9]	%Hidden_act_m[2:5,9]	%Hidden_act_m[2:6,9]	%Hidden_act_m[2:7,9]	%Hidden_act_m[2:8,9]	%Hidden_act_m[2:9,9]	%Output_act_m[2:0,0]<2:3,11>	%Output_act_m[2:1,0]	%Output_act_m[2:2,0]	%Output_act_m[2:0,1]	%Output_act_m[2:1,1]	%Output_act_m[2:2,1]	%Output_act_m[2:0,2]	%Output_act_m[2:1,2]	%Output_act_m[2:2,2]	%Output_act_m[2:0,3]	%Output_act_m[2:1,3]	%Output_act_m[2:2,3]	%Output_act_m[2:0,4]	%Output_act_m[2:1,4]	%Output_act_m[2:2,4]	%Output_act_m[2:0,5]	%Output_act_m[2:1,5]	%Output_act_m[2:2,5]	%Output_act_m[2:0,6]	%Output_act_m[2:1,6]	%Output_act_m[2:2,6]	%Output_act_m[2:0,7]	%Output_act_m[2:1,7]	%Output_act_m[2:2,7]	%Output_act_m[2:0,8]	%Output_act_m[2:1,8]	%Output_act_m[2:2,8]	%Output_act_m[2:0,9]	%Output_act_m[2:1,9]	%Output_act_m[2:2,9]	%Output_act_m[2:0,10]	%Output_act_m[2:1,10]	%Output_act_m[2:2,10]	%Voice__act_m[2:0,0]<2:2,1>	%Voice__act_m[2:1,0]	%transi_act_m[2:0,0]<2:1,1>
_D:	0	0	125	"F_V"	""	2	50	8.52622	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114817	0.825378	0.00318798	0	0.757258	0	0	0	1.26753e-06	0	5.23142e-05	0	0	0	0.808406	0	0.701915	7.17278e-05	0.892255	0.0265872	0.855482	0.865943	0.000786415	0.00185195	0.000124657	0.921716	3.25494e-06	6.54094e-08	0	0.00118495	0.837345	0.85084	5.92724e-07	0.917273	0.00245827	0.000735792	0	0.816169	4.17196e-05	7.84893e-07	0.797022	0.859519	0.211274	0.525554	0.702128	0.90398	0.827227	0	0.146625	0.882224	1.27207e-06	0.894842	0.833169	0.147431	0.000117913	0.781917	0.890398	0.873342	0.844309	2.18419e-07	0.000109056	0.159545	0	2.76317e-09	0	0.830889	0.801152	0	0.771625	0	0	0.843894	0.00732379	0.910593	0.814496	0	0.000964994	0.061674	0.296342	0.0928951	0	0.816023	0.887126	0.0267805	0.0161653	0.533058	2.11822e-11	0	0.405351	0	0.292085	0.00151805	0.0183748	0.0175932	0.733774	0.855935	0.175014	0.83515	0.125467	0.69115	8.87249e-05	0.722576	0.00710695	0.712302	0.442793	0.0191297	0.824943	1.46857e-05	4.34516e-05	0.727053	1.32889e-07	0.000179436	0.829934	0.706827	0.340036	0.739295	0.760425	0.0174723	0.721879	0.525576	0.0521275	0.0380344	0.818322	0.000922763	0.00131899	0.0235672	0.161757	3.44416e-05	0.0122153	0.77546	0.000106765	0.636642	0.758536	0	0	0
_D:	0	0	126	"V_W"	""	2	50	5.92946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0.044599	0.850251	0.882965	0.856387	0.679188	0	0	1.18736e-05	0.867248	0.864021	0.838349	0.924461	0	0	0	0	0.857738	0.811705	0.917115	3.75182e-09	0.791664	0.818009	0.767319	0	0.890962	0.893517	0.843633	0	3.80595e-08	0.558332	0.876193	0	0	0	0.905246	0.862135	0	0.861838	0.788986	2.38741e-05	0.0179283	0	0	0	0.815688	0.402599	0	0	0	0.0936192	0	0.000477162	2.07795e-05	0	0.012027	0.896216	0	0.815388	0.883163	0.920273	0	0	0.904034	0	0	0	0	0	0	0	0.694967	0	0.000276184	0.898318	0	0.865386	0.898769	0	0.792642	0.884822	0	0	0.790131	0.907252	0.0531691	0	0.929357	0	0	0.818655	0.449902	0	0.729402	0	0	0	2.11736e-05	0	0	0	0.688569	0.0141316	0.0210789	0.856148	0.544768	0.457867	0.110115	0.434426	0.472493	5.7577e-11	0.775079	2.12287e-05	3.45989e-05	0.639386	0.78772	9.84899e-13	0.709875	0.578763	0.837144	0.0639165	0.0101431	0.816894	0.936068	0.0480613	3.09363e-05	0.767131	0.012297	0.0163505	0.00445268	0.486344	0.463803	0.0121288	0.0039684	0	0	0
_D:	0	0	127	"W_X"	""	2	50	5.56268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	9.41092e-05	0	0	0	0.868256	0	0.892099	0	0.877478	1.67319e-06	0.903686	0.00237363	0.00846636	0	0	0	4.73719e-10	0.878796	0.000180603	0.0353035	0	8.87752e-07	0.868069	0	0	0	0.853437	0.876058	0.906014	0.576458	0.0118756	0	0	0.886247	0	0.884556	0.902741	0.0758678	0.931934	0	0.266527	0	0.880085	0.856059	0.000118573	0.920053	0.892591	0.881957	0	0	0.576608	0	0.925889	0.930205	0	0.569771	0	0	0	0	0	0	1.27672e-06	0.92513	0	0.866549	0.783	0.000301979	0.763585	0.875126	0.0322629	0	0.00257509	0	0.61086	0	0.857974	0	0	1.40031e-05	0	0	0.859984	1.22938e-05	0.878503	0	0.765621	0	0	0.861107	6.1348e-07	0.000441023	0	0	0.874054	0	0.916985	0.000366187	0.839891	0.852908	0.0874657	0.0166585	0.464479	2.33445e-05	0.807103	0.670499	0.847991	0.881711	0.000318872	0.514311	0.0316403	0.749206	0.844158	0.000968372	4.06632e-05	1.23429e-05	5.72692e-06	0.00207612	0.00738298	0.345473	0.00997331	0.000810859	0.00107319	0.951978	0.431313	0.341521	0.440922	0.602533	0.0454239	0.725723	0.025157	0.0221784	0.732831	0	0	0
_D:	0	0	128	"X_J"	""	2	50	6.40784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0.775936	0.901754	0	2.40648e-05	0.894293	0.92297	0	0	0.871216	0	0.922575	0.000735152	0.000119296	0.874292	0.000755843	0	0	0.889555	0.890507	0.898634	0.854274	0.918724	0.0019847	0.0107819	0	0	0.878276	0	0.82549	0.894278	0.00747414	0	0	0	0	0.00100378	0.0313228	0.0334149	0.920725	0.867481	0.00177181	0	0	0	0.927622	0	0.000635672	0	0.892735	0	0	0	0.00164358	0	0	0	0	0.00806716	5.60464e-10	0	0	0.929362	0.00323127	0.0268585	0	0	0.895936	0.862622	1.90396e-06	0.85628	0.000240654	0	0.927382	0.000709492	0.00055215	0.913389	0.817973	0.738416	0.883297	0	0	0.737519	0.857337	1.76641e-09	0.883038	0	6.64418e-05	0	0	0.840219	7.77973e-06	0	0.728831	0	0.818409	0	0.900721	0.932674	0	0	0.812429	0.0630932	0.73207	0.0456774	0	6.47537e-08	0.715773	0.000740053	0.396273	0.781791	0.663163	0.726623	4.82225e-06	0.00228297	0.0154354	0.00199102	0.017446	8.31751e-05	0.735939	0.75921	0.821024	0.870844	0.0967616	0.859175	0.299903	0.166978	0.665682	0.0249463	0.0468596	0.112443	0.332508	0.00247507	0.0730195	0	0	0
_D:	0	0	129	"J_K"	""	2	50	6.99568	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622287	0	0	0.925607	0	0.887102	0	6.92123e-05	0.925446	0	0.86377	0.935397	0.812464	0	0.54549	1.11226e-10	0.904039	0.901345	0	0	0	0.445351	0	5.25971e-05	0.813376	1.54715e-06	0.853534	0	0.872175	0.766586	0	0	0.607712	4.9407e-09	0.875516	1.03438e-05	0	0	0	0.0558249	0.61863	0	0.000325305	0.902501	0.546338	9.05578e-07	0.776522	0	0	0.617208	0.85652	0.0107117	0.906265	0	0.806032	0.878939	0.0782325	0	0	0.908453	0.00184417	0.940358	0.052533	0.54767	0.837107	0.888491	0.64459	0	0.903562	0	0	0	0.882197	0	0	0.884123	0	0	0.311056	0.000109047	0.743376	0	0	0	0.916195	0.6021	0.577359	0	0	6.00536e-06	0.238269	0	0.539092	0.851657	0	0	0	0.844461	0.339269	0	0.788727	0.0232431	0.807326	9.68213e-05	0.000682408	0.00448918	0.0852956	0.779445	0.85434	0.81055	0.94691	0.000232142	3.27885e-06	0	0.732351	0.0762318	0.752423	0.0499798	0.526663	0.0164232	0.449191	0.727424	4.20932e-06	0.000231937	0.039754	0.0273792	6.35246e-05	0.77766	0.767127	0.000229972	0.790666	0.00354662	0.388365	0	0	0
_D:	0	0	130	"K_L"	""	2	50	6.04613	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.894845	0.011022	0.531385	0.88641	0.907775	2.7791e-05	0.824803	2.69894e-06	0.856798	0.877528	9.52628e-08	0	0	0	0	0.0725529	0.00312133	0.829686	0	0.915578	0	0	0.0032725	0	0.8172	0.863189	1.20079e-09	0	0	0.798871	0.892639	0.750781	0.356813	0.461044	0	0.814509	0	0.801372	0.00620427	0.0026774	0	4.25663e-07	0.900403	0.378187	0.892297	0	0	0.630549	0.890346	0.00187207	0.427337	0	0.000248446	0.90738	0	0	0.887685	5.27861e-07	0.903031	0.69025	0	0.914435	0.902309	0.875013	0.927056	0.183104	0	0.0537069	0	0.898893	0	0.827093	0	0	0.0020708	0	0	3.4195e-06	0.822551	0.877237	8.35379e-10	0	0.741314	0	0.0127465	0.000427979	0	0.856886	0	2.71872e-09	0.000129887	0.873555	0	0	1.35641e-09	8.58075e-12	0.865742	0.922714	0.00717346	0.236875	0.524467	0.870923	0.30305	0.0060206	0	0.802031	0.658232	0.0537648	0.00219566	0.799835	0	0.898815	0.499432	0.730048	0.842084	0.00261965	0.806126	0.449227	0.0157163	0.0313518	0.0503923	0.0572226	0.733166	0.0789924	0.00182653	0.328387	4.88056e-06	0.07629	0.619663	0.694891	0.0163533	0.0326371	0.0319732	0	0	0
_D:	0	0	131	"L_M"	""	2	50	9.21841	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.859832	0.871311	0.892967	0.877019	0.909739	9.03295e-05	0	4.30487e-06	0	0.853931	0	0	0	0.845991	0	0.00923337	0.89214	0	0	0.895795	0.815579	2.70121e-07	0	0.0252249	4.01489e-07	0.734121	0.00971698	0	2.82505e-08	0.719182	0	0	0.819576	0.0269471	0.872986	0	0	0.922316	0	0.896445	0	0.900706	0	0	0.931887	0	0	0.818999	0	0	0.724859	0	0.903793	0.833147	0	0	0.823965	0	0.915566	0	0.847816	0	0	0	0.945641	0	0.875317	0.815909	2.95215e-06	0	0	0	0.657233	0.869259	0.929456	0.000128994	0	0	0.810441	0	0.000615095	0	0.0273897	0.787196	0	0	0.891234	0.895881	0	0	0.903197	0	0	4.01049e-06	0.854946	0.793052	0.807136	0.0253471	0.868103	0	0.691463	0.827868	1.49323e-05	0.912379	0.000909717	7.65886e-07	0.120138	0.400297	0.0398806	6.83539e-07	3.49058e-07	0.803637	2.24782e-05	7.92999e-05	0.677703	0.883951	0.0311135	0.0227287	5.45361e-07	0.762204	0.618781	0.752995	0.831884	3.25391e-06	0.000158666	0.182629	0.755249	3.19373e-10	1.33598e-05	0.000301458	0.551159	0.794223	0.779877	0	0	0
_D:	0	0	132	"M_N"	""	2	50	4.88459	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06577e-08	0	0	0	0.000125539	0.0601331	0	2.62516e-08	0	3.91778e-05	0.0344929	0.898204	0.735558	3.29558e-05	0.0170048	0	0.883057	0	0.788194	0	0	0.740112	0	0.879599	0.90368	1.3502e-06	9.92195e-08	0.82904	0	0.907893	0.88648	0	1.50652e-07	0.887753	0.0884613	0	0	0.918958	0.789078	0.142786	0.0178693	0.923812	0	0	0	0.814355	0.00100247	0	0.574443	0.00306635	0.815051	0.672044	0	0	7.93581e-07	0.885567	0.686377	0.879378	0.682373	0.78177	0	0.923661	0	0.906217	1.02687e-05	3.89354e-07	0.909461	0	2.09413e-07	0.836317	0.00419988	0.916228	0.001009	0.000288359	0.41625	0	5.14968e-07	0	0.00119471	0.000646118	0.886533	0	0	0.000788362	0	0	0	0.868313	0.707807	0.475351	0.000644632	0.930838	0	0	6.66018e-08	0.691084	0	0.930733	0.837225	0.750224	0.0852639	2.71135e-07	0.0283616	0.00128908	0.00086157	0.00699939	0.568231	0.430175	0.649799	3.9923e-05	0.779182	0.847933	0.947921	0.0105813	0.521094	0.0810287	0.646164	8.74275e-05	0.00025723	0.270647	0.0826854	3.08881e-06	0.0172009	0.718347	0.0467783	0.682891	0.0750505	0.168986	0.472963	0.000302368	0.76098	0.355404	0	0	0
_D:	0	0	133	"N_O"	""	2	50	5.5262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163247	0.462568	0.854571	0	0.79707	0.780984	0.669293	0.892653	0	3.98022e-05	9.56525e-06	0	0	0	0.91961	0	0.890001	0	0.359877	0.82403	0.735477	0.727171	0.768928	0.880371	0	0	0	0	0	6.90776e-07	0	0.594975	0.576046	0	0.819537	0	7.61945e-10	4.28393e-05	0.837064	0.748824	0	0.870515	0.848643	0.000843432	0	0	0.75238	0.839537	0.639175	0.92633	0.84697	0.000127488	0.309548	0.914804	0	0.744561	0	0	0	0.864749	0	0.781181	0	1.36641e-08	0	0.843219	0	0	4.29042e-07	0	0.814558	0	0.884395	0	0.000290531	0	1.26869e-09	0	0	0.839952	6.81959e-07	0.811866	3.48639e-07	0.832205	6.47546e-05	0	0.881496	0.84155	0.796509	0.399204	0.0868922	0.0079846	5.79176e-05	0	0.826133	0.69025	5.17483e-07	0.000610502	0	0.0267622	0.00446955	0.00734571	0.00288084	0.786421	0.793098	6.67799e-05	0.869378	0.435536	0.588235	3.84141e-05	0.000399585	8.4319e-05	0.0581548	0.937966	0.373665	0.110442	0.0202435	0.781596	0.185318	0.420826	0.24352	0.000562109	0.0120456	0.7968	0.52401	0.00892432	0.780269	0.742786	7.77639e-05	0.0164554	0.704256	0.0187206	0	0	0
_D:	0	0	134	"O_A"	""	2	50	6.32481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917873	0.0330253	0.101545	0	0	0	0.858563	0.902174	1.21314e-08	0.702293	0.76152	0.741327	0.886582	8.59777e-10	1.86036e-05	0.822183	0	0.556474	0.879975	0	0	0.000445955	0.0536185	0.0283235	0	0	0.151659	0.000231208	0.899408	0	3.30339e-09	0.909624	0	0	0.000201352	0.72659	0.0258113	0.920771	0	0.870369	0	0	0	0.889895	0	0.0129527	0.80174	0	0	0	0.588124	0.070514	0.783218	0	0.105753	0.854989	0	0.83868	0	0.00205175	0.0988889	0.32402	0	0.131287	5.31805e-07	0	0.879502	0	0.90434	0.0990778	0.885134	0.61217	0.0940707	0.000653508	0.942779	5.07042e-05	0.0203485	0	0.901499	0.0131593	0	0	1.26941e-08	0.895278	0.52349	0.00121122	0.927744	0.0068942	0.859617	0	6.40519e-06	0.914282	0.000797923	0.0674166	0	0	0.803457	0	1.00814e-06	0.665011	0.390212	0.807018	0.728563	0.75225	0.661132	0.00168172	0.703142	2.70813e-05	0.622241	1.33626e-05	0.808114	0.00192367	0.867098	6.92582e-05	0.0179198	0.00507978	5.28234e-07	0.0767497	8.29523e-05	0.272874	0.0194436	0.722859	3.02593e-07	0.618312	0	1.77719e-07	0.441659	0.0829002	0.00178655	0.514522	0.00870599	0.558431	0.236532	0	0	0
_D:	0	0	135	"A_B"	""	2	50	6.32839	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78861	0.000581685	0.895995	0.899318	3.60405e-06	0	4.00136e-06	0.827414	0	0.871642	0.875199	1.66302e-05	0.922062	0.716707	0	0.886578	0.852334	0	0	0	0.857731	0	0	0.00801069	0	2.50922e-05	0.833988	0.765597	0.753954	0	0	0	0	0	0.531139	0	0.936947	0.662463	0.757888	0	0.000172738	0.811383	0.0633654	0	0.904552	5.74867e-05	0.848081	0.00628607	1.50445e-06	0	0	0	0.910607	0.882652	0.179401	0	0	2.28909e-05	0.862487	0.000642211	0.0023936	7.40481e-07	0.890712	0	0	0.878435	0.859489	0.000237243	0.885909	0.817457	0	0	0	0.0654552	0.900219	0.908689	0	0.812377	0.639637	0.798265	0.864385	2.77039e-07	0	3.37249e-14	0.894566	0.0210783	0.0235902	0.858826	0.792111	0	0.909135	0.000623955	0	0.0259612	0	0	0	0	0	0.896216	0.00537984	0.908353	0.642965	3.99573e-05	0.18357	0.000288256	1.53323e-05	0.00341633	0.668969	0.00299672	0.718399	0.604426	0.705424	1.70962e-06	3.11447e-07	0.801473	3.27678e-08	0.0480689	0.246748	0.808212	0.545936	0.00243485	0.00145165	0.755173	0.0826926	0.411104	0.0981695	0.801587	0.643844	0.00637629	0.76898	0.525465	0.0584863	0	0	0
_D:	0	0	136	"B_C"	""	2	50	6.92866	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.796298	0.0643467	0.897606	0.831216	0	0	0	0.468907	0.662507	0.908102	0.811611	0.907332	0.845275	0.893215	0.608166	0.915407	0.885611	0	0.000539101	4.21635e-06	5.59222e-05	0	0	0	0.923812	0	0	0	0.840342	0.890481	0.8899	0	0	0.220748	0.80279	0.924186	0.879981	0	0.013543	0.861956	0	0.899613	0	1.67604e-07	0	1.89389e-06	1.34078e-09	0.807591	0	8.30235e-07	0.848588	0.337253	0	1.70352e-09	0	0	0.838444	0.852224	0	0.000192546	0.822563	0	1.39266e-07	0	0	2.76646e-06	0.578014	3.76996e-10	0	0	0	0	0.782081	4.98888e-08	0.677204	0.930505	0	0.799371	0.885408	3.01395e-08	0.887439	0	0	6.04636e-05	6.79029e-09	0	0.193222	0.0331008	0.513805	0.770447	0.000389318	0.856819	0	3.49858e-09	0.262509	5.44466e-06	0.75824	0.621777	3.1113e-06	0.000140443	0.576993	0.893482	0.0325742	5.73582e-05	0.000255975	0.0478375	2.92537e-11	0.00479223	0.851134	0.00441457	6.75317e-05	8.12547e-06	0.865163	0.665494	0.615188	0.805342	0.617713	0.0470127	3.95781e-10	0.0181006	0.0803309	0.862402	0.0170163	0.782263	0.0116464	0.0663057	0.671314	0.699234	0.00311648	0.000175199	0.790795	0.592196	0	0	0
_D:	0	0	137	"C_P"	""	2	50	8.58152	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.791013	2.62449e-09	0	0	0	2.7751e-05	0.688045	0.897512	0.870311	0	0	1.14133e-06	0.86518	0.0107451	0.884073	0.808059	0	0	0	0.611345	0	0	9.2266e-07	2.28484e-05	0.783937	0.144185	0	0.910378	0.886793	0.791636	0.829018	0	9.57937e-06	7.91358e-06	0.875968	0.748775	0.820105	0	0.908954	0	0	0.896633	0.783368	4.79799e-06	0.695421	0	0.612821	0	0.431043	0.901079	0	0.616537	0	0.00270156	4.98728e-05	0.805773	0.0100933	0.86258	0.668131	1.65716e-09	1.13166e-07	0	0.876925	0	0	0.011366	0.593889	0.850058	0.877222	7.77736e-05	0.609677	0.553613	0.798789	0.0568063	0	0.861213	0	0.884783	0.752319	0	0.000397871	0	0.395574	0	0	0.413068	0.867873	0	0	0.731178	0	0	6.53263e-08	0	0.0328391	0.807729	0	0.880743	0	0.639258	0.807838	0.566346	0.609198	0.0414671	0.0637365	0.00890761	0.00161779	0.869592	0.00755224	0.103171	0.00297398	0.784621	0.00057939	0.908943	3.06124e-06	2.14333e-09	0.000992715	0.726539	0.0119173	0.542551	0.56578	0.00574993	0.00682251	0.852288	0.057787	0.777446	0.710046	0.726871	0.0013119	0.00849757	0.73034	0	0.0572073	0	0	0
_D:	0	0	138	"P_Q"	""	2	50	6.10563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.750255	6.93652e-06	0.90197	0.000435058	0.830926	0	0.869665	0.714854	0.87267	0.756032	0.811376	0.597991	0.914256	0.876918	0	0.369668	0.889263	0.265756	0	0.751645	0	0.000951458	3.46373e-10	0	0	0	0.0336593	0	0.880066	0	0.0182243	6.82926e-11	0	0.879719	3.71985e-05	3.00141e-11	0.00149627	0	0	0	0	0	0	9.99967e-10	0	0	0	0.291133	0.585248	0	0	0.819826	0	0.0318224	0.00510329	0.867314	1.26671e-06	0.00476452	0.879672	0.881601	0.00013805	0.901426	0	0.727961	0.87077	0.653937	3.87672e-08	0.890803	0.000110775	0.000474143	0	0	0.912906	0	7.16425e-06	0.00169458	0	0	0.869195	0.489641	0.881583	0.00190021	8.75176e-05	0.012718	0	0.852202	0.0574464	0	0.496907	1.13928e-08	0.80214	0.864736	0.351019	0.910014	0.888284	0.826611	0	0.912288	0.873581	0	0.00689036	0.660794	0.823421	0.176936	1.33154e-09	0.843627	0.207272	4.06713e-06	0.0807545	0.524679	0.684796	0.814993	0.000705746	0.14876	6.25046e-07	0.642255	0.844614	0.00219097	0.0125768	0.647313	0.782309	0.00150081	1.61401e-09	0	0.0829952	0.640436	0.000288816	0.761687	0.252687	0.458245	0.661033	0.021305	3.49618e-09	0	0	0
_D:	0	0	139	"Q_R"	""	2	50	5.94262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895283	0	0.815654	0.887009	0	0	0.873736	0.0926957	1.85805e-08	0	0.818	0.000186671	7.47755e-06	1.38748e-06	0	0	7.18439e-07	0.642155	0.891773	0.852608	2.533e-05	2.69462e-06	0.894977	0	0.845171	0.705479	0.845818	9.15762e-11	0.000185547	0.822591	0	0.790815	0.000120551	0	0	0.0702405	0	0	0.00501275	0	0	0	4.44918e-08	0.909002	5.40237e-05	0	0.758003	0	0.243147	0	0	0.826005	0	0.00549379	0.500972	0.894342	0	0	0.0578665	0.891136	0.663068	0.723565	0.794953	0.869305	1.41694e-10	1.5375e-06	0.676318	0.631123	0.883168	0.00135817	0	9.73497e-05	0	0	0.770156	3.85074e-06	0.862906	0.0643043	0.864225	4.55762e-11	0	0.000181106	0.786802	0.854013	0	0	0.00241273	0.61119	0.674747	0.0156523	0.872321	0	0.673446	0.855243	1.19651e-08	0.877508	0	0.899363	0.54173	0.049889	0.763775	5.13401e-05	0.708038	4.29571e-05	0.0104691	0.0311202	0.795678	0.878402	0.0287056	0.000197814	0.717673	0.822534	0.602748	4.22475e-05	0.229394	2.92272e-05	0.893028	0.00224044	0.0831588	0.725674	0.686031	0.707087	4.46531e-05	9.53488e-05	0.040861	0.323841	0.0906988	0.366028	0.0477395	0.00184009	0.0193351	0.633345	0	0	0
